@relation ForestFireIP

@attribute BMean numeric
@attribute GMean numeric
@attribute RMean numeric
@attribute BDesEst numeric
@attribute GDesEst numeric
@attribute RDesEst numeric
@attribute Brillo numeric
@attribute Saturacion numeric

@data
109.0170259812051,79.68557213930349,70.79624101713654,17.670979097557716,14.433031977689485,13.050810565105001,90.07849640685461,109.0170259812051
132.64673202614378,102.28148148148148,91.2880174291939,14.168951572602477,13.603635342703072,14.627698089826119,80.24880174291938,132.64673202614378
150.70958605664487,127.04771241830065,125.12254901960785,24.387422551302055,25.369433991350334,29.121612508086237,49.09771241830065,150.92156862745097
158.76949891067537,137.38518518518518,134.4631808278867,20.835218894266642,22.52199115380693,23.42897428548037,41.14106753812636,158.769825708061
198.77440087145968,184.9467320261438,188.1755991285403,27.124444482338713,29.638447605539668,23.111576794747698,23.21655773420479,199.91949891067537
200.2019607843137,186.4111111111111,182.1537037037037,27.639295785829805,31.63067177978335,35.35629128991231,27.468191721132897,200.20588235294116
153.8032679738562,135.20599128540306,127.11819172113289,42.2703235232267,44.64659273641826,50.79560344352652,56.09564270152505,153.82701525054466
132.38605664488017,115.0437908496732,108.38921568627451,41.561742158472335,43.9608589970194,47.65672725609426,58.29618736383442,132.41862745098038
85.07616330114135,59.26788849868306,51.05597014925373,13.048489389916334,10.946900151824321,11.147169071873442,102.47728270412642,85.07616330114135
110.19690743944636,78.6532223183391,61.86959342560554,19.652331846640067,18.4432839704106,17.12599203321942,114.27768166089966,110.19690743944636
127.65603373702423,96.27995242214533,85.85856401384083,18.40887158754946,16.092543658987598,15.670720312116242,84.22221020761246,127.65603373702423
111.70761245674741,88.65841262975779,84.5544982698962,15.432607510607287,13.815767241448226,14.152967966363672,63.048983564013845,111.70761245674741
135.1451124567474,111.71334342560554,108.72545415224914,20.764464408389802,22.666232986553858,27.97232769706546,55.2873053633218,135.1460856401384
136.25194636678202,116.8448313148789,116.05352508650519,23.556195612789047,25.754023296016303,32.69424336829003,47.48259083044983,136.5151384083045
124.85953719723184,108.81174307958477,108.52141003460208,29.560071927872013,32.60019364882537,40.94231975353532,51.57136678200692,126.64403114186851
121.9456098615917,105.80330882352942,101.81520328719724,22.863598189319823,25.69389362956757,30.371889716480023,48.46637110726644,122.14759948096886
104.27008340649692,72.85853819139597,68.42690956979807,18.920500251208868,16.05792526990143,28.866190418424974,105.38334064969271,105.55926251097453
106.5241133217993,75.56206747404845,70.0645544982699,17.289148141571594,16.024528307886516,30.734661654350617,105.22166955017302,108.99329584775087
81.92095588235294,55.24037629757785,47.053416955017305,21.09719438750105,17.068483077423206,19.61576081202187,116.03298010380624,81.92095588235294
69.82342128027682,48.2329152249135,45.20620674740485,17.96713601357032,17.757796854168607,32.65240047008773,120.55687716262976,72.5483347750865
78.69852941176471,56.07958477508651,53.763948961937714,14.959010821501032,14.916924742460298,34.552408197698334,116.05157871972318,84.02887110726644
110.7389705882353,79.59483131487889,60.286332179930795,21.428640214247373,18.281312998403447,20.759705572922556,121.68522923875433,111.37424307958477
159.8971669550173,126.0878027681661,95.68771626297578,16.125840573079838,15.926445820930992,15.572745233018605,103.12975778546713,159.8971669550173
166.96053200692043,136.35240051903114,107.24480968858131,19.78102604986596,18.54940135200562,13.874350225071261,91.32190743944636,166.96053200692043
99.41264266900791,68.52480245829675,55.39859525899912,14.451822963154283,11.27639034527887,11.90517250421264,114.30399473222124,99.41264266900791
98.13657006920415,69.70404411764706,58.82785467128028,22.670849116304854,18.62775306732283,18.386011237851324,107.49762110726644,98.49945934256056
104.0575259515571,73.61634948096886,57.96031574394464,20.354427107526856,17.057412492220664,24.2352326256493,120.65603373702423,104.70242214532873
113.80795847750865,82.97902249134948,65.02649221453288,25.303415985555596,21.739427715180945,20.443928373287708,114.01503027681662,114.14046280276817
117.70923442906575,84.8799740484429,61.01838235294118,30.68616100148498,26.847413360537654,23.825805253949646,127.3265570934256,117.70923442906575
110.50670415224914,78.57504325259517,51.246647923875436,32.65117817205376,28.074861922553524,21.253796719863022,140.64262543252596,110.50670415224914
104.66911764705883,74.76957179930795,47.687391868512115,36.94195141913838,33.59254562700568,28.03413185114668,150.2600562283737,104.66911764705883
85.8891652249135,58.8054714532872,33.28784602076124,29.50922344659036,28.192168051435168,26.977671134181346,170.91771193771626,85.8891652249135
45.884044263690534,30.460323465430815,22.727797219332263,13.059677348449151,16.72994056621461,20.760124001265687,148.1563416248936,45.884044263690534
68.30134806216064,62.14622729825876,62.54736940647819,14.851700789610637,18.202489159064395,20.99434783441377,36.15137614678899,69.10110466204831
75.08360919322804,70.84479334153032,71.51820675305022,13.487063730160068,14.923533162040949,16.110783314152012,21.52530029319966,76.02184810366028
60.2391874180865,52.53772701741247,51.027429320352,8.576832482570435,9.884595729167446,12.542587863645824,46.955719902639956,60.804343755850965
62.34247611841484,53.17629811784735,48.9996216778587,12.391341385774492,16.111064031133893,20.87163344385965,63.97172041993758,62.3819162016457
83.74798726830183,78.86378955251826,77.62422767272047,14.961930038285,17.555664309673745,18.528879703396477,23.397491106534357,83.9858640703988
82.2698382672846,78.73839023928876,74.04379078785587,15.281535086990079,16.533925660853114,20.47211778558352,32.14924808474416,82.77858696680224
65.14042314173376,60.155401610185365,48.701366785246215,17.73326722980407,19.834448767797934,22.685168409330416,75.35892155027149,65.75772327279536
48.34423617619494,34.139081537019685,26.25548266166823,15.79390644636222,18.16963594528429,19.451445219107242,136.3497656982193,48.34423617619494
62.599536178107606,54.20742115027829,51.3178107606679,17.90484588814927,20.92910155418297,23.78334331682511,58.790352504638214,62.72551020408163
62.35848172446111,52.84761012183693,48.420993439550145,17.06492318523826,19.95483234773131,23.081995761797995,68.62230552952202,62.43055295220244
71.30018552875696,66.6678107606679,64.23729128014843,13.924966565242812,15.950065372098209,18.62736583050404,33.03617810760668,71.80092764378479
